Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
GNRC,Generac Holdlings Inc.,213.84,$13.44B,2010,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/gnrc,
GD,General Dynamics Corporation,153.67,$44.1B,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/gd,
GE,General Electric Company,10.45,$91.54B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/ge,
GIS,"General Mills, Inc.",60.57,$37.03B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/gis,
GM,General Motors Company,46.46,$66.5B,2010,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/gm,
G,Genpact Limited,41.62,$7.88B,2007,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/g,
GPC,Genuine Parts Company,101.16,$14.6B,n/a,Capital Goods,Automotive Aftermarket,https://old.nasdaq.com/symbol/gpc,
GNW,Genworth Financial Inc,4.56,$2.31B,2004,Finance,Life Insurance,https://old.nasdaq.com/symbol/gnw,
GEO,Geo Group Inc (The),9.63,$1.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/geo,
GGB,Gerdau S.A.,4.23,$7.2B,n/a,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/ggb,
GTY,Getty Realty Corporation,29.25,$1.25B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/gty,
GFL,GFL Environmental Inc.,25.9,$8.45B,2020,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/gfl,
GIL,"Gildan Activewear, Inc.",26.5,$5.26B,1998,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/gil,
GKOS,Glaukos Corporation,66.76,$3B,2015,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/gkos,
GSK,GlaxoSmithKline PLC,37.09,$93.05B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/gsk,
GB,Global Blue Group Holding AG,11.1,$1.86B,2000,Technology,EDP Services,https://old.nasdaq.com/symbol/gb,
GNL,"Global Net Lease, Inc.",17.6,$1.57B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/gnl,
GPN,Global Payments Inc.,198.83,$59.52B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/gpn,
GLOB,Globant S.A.,181.31,$7.17B,2014,Technology,EDP Services,https://old.nasdaq.com/symbol/glob,
GL,Globe Life Inc.,97.52,$10.21B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/gl,
GMED,"Globus Medical, Inc.",59.87,$5.91B,2012,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/gmed,
GMS,GMS Inc.,33.11,$1.41B,2016,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/gms,
GDDY,GoDaddy Inc.,76.8,$12.97B,2015,Technology,EDP Services,https://old.nasdaq.com/symbol/gddy,
GOL,Gol Linhas Aereas Inteligentes S.A.,8.75,$1.55B,2004,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/gol,
GFI,Gold Fields Limited,8.54,$7.54B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gfi,
GSBD,"Goldman Sachs BDC, Inc.",18.12,$1.84B,2015,n/a,n/a,https://old.nasdaq.com/symbol/gsbd,
GS,"Goldman Sachs Group, Inc. (The)",237.5,$81.72B,1999,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/gs,
GGG,Graco Inc.,69.08,$11.57B,n/a,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/ggg,
EAF,GrafTech International Ltd.,8.11,$2.17B,2018,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/eaf,
GHC,Graham Holdings Company,463.49,$2.32B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ghc,
GVA,Granite Construction Incorporated,26.68,$1.25B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/gva,
GPK,Graphic Packaging Holding Company,15.72,$4.26B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/gpk,
GTN,"Gray Television, Inc.",18.37,$1.77B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/gtn,
GDOT,Green Dot Corporation,55.67,$2.98B,2010,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gdot,
GBX,"Greenbrier Companies, Inc. (The)",35.94,$1.18B,1994,Capital Goods,Railroads,https://old.nasdaq.com/symbol/gbx,
GHG,GreenTree Hospitality Group Ltd.,13.03,$1.33B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ghg,
GEF,"Greif, Inc.",50.94,$3.03B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gef,
GFF,Griffon Corporation,21.07,$1.18B,n/a,Capital Goods,Building Products,https://old.nasdaq.com/symbol/gff,
GPI,"Group 1 Automotive, Inc.",131.26,$2.4B,1997,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/gpi,
GRUB,GrubHub Inc.,68.92,$6.39B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/grub,
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",109.78,$6.16B,2006,Transportation,Aerospace,https://old.nasdaq.com/symbol/pac,
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",156.25,$4.69B,n/a,Transportation,Aerospace,https://old.nasdaq.com/symbol/asr,
AVAL,Grupo Aval Acciones y Valores S.A.,5.6,$6.24B,2014,Finance,Commercial Banks,https://old.nasdaq.com/symbol/aval,
TV,Grupo Televisa S.A.,8.42,$4.75B,1993,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tv,
GSX,GSX Techedu Inc.,65.08,$15.51B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/gsx,
GSH,Guangshen Railway Company Limited,9.17,$1.3B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/gsh,
GES,"Guess?, Inc.",18.21,$1.16B,1996,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ges,
GWRE,"Guidewire Software, Inc.",119.37,$10B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/gwre,
HRB,"H&R Block, Inc.",19.18,$3.7B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/hrb,
FUL,H. B. Fuller Company,54.94,$2.84B,n/a,Basic Industries,Home Furnishings,https://old.nasdaq.com/symbol/ful,
HAE,Haemonetics Corporation,116.22,$5.9B,1991,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hae,
HAL,Halliburton Company,17.91,$15.83B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/hal,
HBI,Hanesbrands Inc.,14.82,$5.16B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/hbi,
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",54.26,$4.09B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hasi,
HOG,"Harley-Davidson, Inc.",41.43,$6.35B,n/a,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/hog,
HMY,Harmony Gold Mining Company Limited,4.16,$2.48B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hmy,
HSC,Harsco Corporation,18.5,$1.46B,n/a,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/hsc,
HIG,"Hartford Financial Services Group, Inc. (The)",47.53,$17.03B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hig,
HE,"Hawaiian Electric Industries, Inc.",37.98,$4.15B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/he,
HCA,"HCA Healthcare, Inc.",155.06,$52.47B,2011,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/hca,
HDB,HDFC Bank Limited,69.59,$127.7B,2001,Finance,Commercial Banks,https://old.nasdaq.com/symbol/hdb,
HR,Healthcare Realty Trust Incorporated,30.45,$4.14B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hr,
HTA,"Healthcare Trust of America, Inc.",26.65,$5.82B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hta,
PEAK,"Healthpeak Properties, Inc.",30.77,$16.57B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/peak,
HL,Hecla Mining Company,4.7,$2.5B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl,
HEI,Heico Corporation,129.6,$17.49B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hei,
HP,"Helmerich & Payne, Inc.",24.22,$2.6B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hp,
HLF,Herbalife Nutrition Ltd.,49.1,$5.97B,2004,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/hlf,
HRI,Herc Holdings Inc.,63.16,$1.84B,2016,n/a,n/a,https://old.nasdaq.com/symbol/hri,
HTGC,"Hercules Capital, Inc.",13.35,$1.53B,2012,n/a,n/a,https://old.nasdaq.com/symbol/htgc,
HSY,Hershey Company (The),148.21,$30.85B,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/hsy,
HES,Hess Corporation,53.64,$16.47B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hes,
HPE,Hewlett Packard Enterprise Company,11.53,$14.83B,2015,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/hpe,
HXL,Hexcel Corporation,52.76,$4.41B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hxl,
HIW,"Highwoods Properties, Inc.",39.61,$4.12B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hiw,
HI,Hillenbrand Inc,39.33,$2.94B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/hi,
HRC,Hill-Rom Holdings Inc,97.02,$6.48B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hrc,
HTH,Hilltop Holdings Inc.,25.23,$2.28B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hth,
HGV,Hilton Grand Vacations Inc.,29.24,$2.49B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/hgv,
HLT,Hilton Worldwide Holdings Inc.,108.94,$30.23B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/hlt,
HNI,HNI Corporation,39.72,$1.7B,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/hni,
HEP,"Holly Energy Partners, L.P.",14.46,$1.52B,2004,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/hep,
HFC,HollyFrontier Corporation,25.8,$4.18B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hfc,
HD,"Home Depot, Inc. (The)",273.31,$294.21B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/hd,
HMC,"Honda Motor Company, Ltd.",29.73,$51.33B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/hmc,
HON,Honeywell International Inc.,207.89,$145.87B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hon,
HMN,Horace Mann Educators Corporation,42.74,$1.77B,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hmn,
HRL,Hormel Foods Corporation,47.21,$25.47B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/hrl,
HLI,"Houlihan Lokey, Inc.",64.01,$4.44B,2015,Finance,Investment Managers,https://old.nasdaq.com/symbol/hli,
HHC,Howard Hughes Corporation (The),74.71,$4.1B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hhc,
HWM,Howmet Aerospace Inc.,25.24,$10.94B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hwm,
HPQ,HP Inc.,21.75,$29.87B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/hpq,
HSBC,HSBC Holdings plc,26.66,$108.6B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/hsbc,
HNP,"Huaneng Power International, Inc.",16.16,$6.34B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/hnp,
HUBB,Hubbell Inc,164.14,$8.9B,2015,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/hubb,
HUBS,"HubSpot, Inc.",362.93,$16.65B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/hubs,
HBM,Hudbay Minerals Inc.,6.37,$1.66B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hbm,
HPP,"Hudson Pacific Properties, Inc.",27.96,$4.25B,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/hpp,
HUM,Humana Inc.,408.19,$54.02B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hum,
HII,"Huntington Ingalls Industries, Inc.",170.87,$6.92B,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/hii,
HUN,Huntsman Corporation,26.07,$5.76B,2005,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hun,
HUYA,HUYA Inc.,21.57,$5.08B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/huya,
H,Hyatt Hotels Corporation,74.05,$7.49B,2009,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/h,
HYLN,Hyliion Holdings Corp.,24.85,$3.82B,2019,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hyln,
HY,"Hyster-Yale Materials Handling, Inc.",59.97,$1.01B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hy,
IAA,"IAA, Inc.",59.55,$8.01B,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/iaa,
IAG,Iamgold Corporation,3.27,$1.55B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/iag,
IBN,ICICI Bank Limited,13.2,$45.54B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ibn,
ICL,ICL Group Ltd.,4.56,$5.84B,2014,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/icl,
IDA,"IDACORP, Inc.",93.33,$4.71B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ida,
IEX,IDEX Corporation,194.49,$14.72B,1989,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/iex,
INFO,IHS Markit Ltd.,93.62,$37.29B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info,
IH,iHuman Inc.,26.3,$1.37B,2020,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ih,
ITW,Illinois Tool Works Inc.,212.31,$67.2B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itw,
IRT,"Independence Realty Trust, Inc.",13.18,$1.25B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irt,
IBA,"Industrias Bachoco, S.A. de C.V.",41,$2.05B,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/iba,
INFY,Infosys Limited,15.53,$65.89B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/infy,
ING,"ING Group, N.V.",10.24,$39.94B,1997,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ing,
IR,Ingersoll Rand Inc.,45.47,$18.99B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ir,
NGVT,Ingevity Corporation,71.49,$2.95B,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt,
INGR,Ingredion Incorporated,81.02,$5.43B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ingr,
IIPR,"Innovative Industrial Properties, Inc.",154.62,$3.43B,2016,Finance,Real Estate,https://old.nasdaq.com/symbol/iipr,
NSP,"Insperity, Inc.",88.68,$3.4B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/nsp,
INSP,"Inspire Medical Systems, Inc.",183.59,$4.95B,1998,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/insp,
IBP,"Installed Building Products, Inc.",100.35,$2.99B,2014,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/ibp,
ITGR,Integer Holdings Corporation,73.73,$2.42B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itgr,
ICE,Intercontinental Exchange Inc.,103.07,$57.85B,2005,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ice,
IHG,Intercontinental Hotels Group,63.14,$11.53B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ihg,
IFS,Intercorp Financial Services Inc.,29.14,$3.36B,2019,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ifs,
IBM,International Business Machines Corporation,124.42,$110.87B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/ibm,
IFF,"International Flavors & Fragrances, Inc.",115.13,$12.31B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iff,
IGT,International Game Technology,13.43,$2.75B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/igt,
IP,International Paper Company,51.87,$20.39B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ip,
IPG,"Interpublic Group of Companies, Inc. (The)",23.23,$9.06B,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ipg,
IVZ,Invesco Plc,17.13,$7.87B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ivz,
NVTA,Invitae Corporation,46.65,$8.24B,2015,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/nvta,
INVH,Invitation Homes Inc.,28.6,$16.03B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/invh,
IQV,"IQVIA Holdings, Inc.",172,$32.98B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/iqv,
IRM,Iron Mountain Incorporated,26.58,$7.66B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irm,
STAR          ,iStar Inc.,14.67,$1.09B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/star,
ITCB,Ita? CorpBanca,4.39,$1.5B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/itcb,
ITUB,Itau Unibanco Banco Holding SA,5.57,$54.38B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/itub,
ITT,ITT Inc.,75.95,$6.56B,2011,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/itt,
JPM,J P Morgan Chase & Co,123.32,$375.9B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm,
SJM,J.M. Smucker Company (The),117.79,$13.44B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm,
JBL,Jabil Inc.,39.33,$5.88B,1993,Technology,Electrical Products,https://old.nasdaq.com/symbol/jbl,
J,Jacobs Engineering Group Inc.,107.53,$14B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/j,
JHX,James Hardie Industries plc.,29.53,$13.11B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/jhx,
JHG,Janus Henderson Group plc,29.45,$5.34B,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg,
JBGS,JBG SMITH Properties,32.67,$4.33B,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jbgs,
JEF,Jefferies Financial Group Inc.,23.8,$6.05B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jef,
JELD,"JELD-WEN Holding, Inc.",24.77,$2.5B,2017,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/jeld,
JKS,JinkoSolar Holding Company Limited,67.04,$2.98B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/jks,
JBT,John Bean Technologies Corporation,115.69,$3.67B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/jbt,
JNJ,Johnson & Johnson,143.87,$378.74B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jnj,
JCI,Johnson Controls International plc,46.66,$33.78B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jci,
JLL,Jones Lang LaSalle Incorporated,140.73,$7.22B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/jll,
JMIA,Jumia Technologies AG,30.4,$2.46B,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/jmia,
JNPR,"Juniper Networks, Inc.",22.29,$7.35B,1999,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/jnpr,
KAI,Kadant Inc,132,$1.52B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kai,
KAMN,Kaman Corporation,55.47,$1.54B,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/kamn,
KSU,Kansas City Southern,189.82,$17.77B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu,
KAR,"KAR Auction Services, Inc",18.44,$2.38B,2009,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kar,
KB,KB Financial Group Inc,42.47,$16.76B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/kb,
KBH,KB Home,35.52,$3.48B,1986,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/kbh,
KBR,"KBR, Inc.",28.55,$4.07B,2006,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/kbr,
BEKE,KE Holdings Inc,64.08,$73.27B,2020,Finance,Real Estate,https://old.nasdaq.com/symbol/beke,
K,Kellogg Company,62.47,$21.47B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/k,
KMPR,Kemper Corporation,77.81,$5.09B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kmpr,
KMT,Kennametal Inc.,36.92,$3.07B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kmt,
KW,Kennedy-Wilson Holdings Inc.,17.03,$2.41B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/kw,
KEN,Kenon Holdings Ltd.,26.85,$1.45B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ken,
KEY,KeyCorp,16.75,$16.36B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/key,
KEYS,Keysight Technologies Inc.,118.12,$21.89B,2014,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/keys,
KRC,Kilroy Realty Corporation,64.31,$7.41B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krc,
KMB,Kimberly-Clark Corporation,139.2,$47.35B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/kmb,
KIM,Kimco Realty Corporation,15.43,$6.67B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kim,
KMI,"Kinder Morgan, Inc.",14.97,$33.89B,2011,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/kmi,
KGC,Kinross Gold Corporation,6.98,$8.78B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kgc,
KEX,Kirby Corporation,53.4,$3.21B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/kex,
KL,Kirkland Lake Gold Ltd.,38.86,$10.61B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kl,
KRG,Kite Realty Group Trust,15.53,$1.31B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krg,
KKR,KKR & Co. Inc.,38.19,$21.74B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/kkr,
KREF,KKR Real Estate Finance Trust Inc.,18.49,$1.03B,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kref,
KNX,"Knight Transportation, Inc.",41.51,$7.05B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/knx,
KN,Knowles Corporation,17.2,$1.58B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/kn,
KSS,Kohl&#39;s Corporation,33.49,$5.28B,1992,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/kss,
PHG,Koninklijke Philips N.V.,50.78,$46.18B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/phg,
KTB,"Kontoor Brands, Inc.",43.98,$2.52B,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ktb,
KEP,Korea Electric Power Corporation,10.03,$12.88B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/kep,
KFY,Korn Ferry ,40.97,$2.24B,1999,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/kfy,
KR,Kroger Company (The),32.69,$25.31B,n/a,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/kr,
KRO,Kronos Worldwide Inc,14.45,$1.67B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kro,
KT,KT Corporation,10.9,$5.35B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/kt,
LB,"L Brands, Inc.",39.69,$11.03B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/lb,
LHX,"L3Harris Technologies, Inc.",195.83,$41.15B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lhx,
LH,Laboratory Corporation of America Holdings,198.76,$19.36B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/lh,
LADR,Ladder Capital Corp,9.73,$1.17B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ladr,
LW,"Lamb Weston Holdings, Inc.",71.98,$10.53B,2016,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lw,
LVS,Las Vegas Sands Corp.,58.08,$44.36B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/lvs,
LAZ,Lazard Ltd.,38.4,$4.03B,2005,Finance,Investment Managers,https://old.nasdaq.com/symbol/laz,
LZB,La-Z-Boy Incorporated,38.77,$1.79B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/lzb,
LCII,LCI Industries ,132.07,$3.32B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lcii,
LEA,Lear Corporation,150.33,$9.03B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lea,
LEG,"Leggett & Platt, Incorporated",44.52,$5.9B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/leg,
LDOS,"Leidos Holdings, Inc.",102.57,$14.6B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ldos,
LMND,"Lemonade, Inc.",68.99,$3.9B,2020,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/lmnd,
LEN,Lennar Corporation,76.53,$23.93B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len,
LII,"Lennox International, Inc.",300.71,$11.51B,1999,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lii,
