Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
LFUS,"Littelfuse, Inc.",235.52,$5.74B,n/a,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/lfus,
LIVN,LivaNova PLC,51.03,$2.48B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/livn,
LOB,"Live Oak Bancshares, Inc.",44.89,$1.82B,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/lob,
LPSN,"LivePerson, Inc.",55.39,$3.7B,2000,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/lpsn,
LKQ,LKQ Corporation,35.85,$10.91B,n/a,Consumer Services,Motor Vehicles,https://old.nasdaq.com/symbol/lkq,
LOGI,Logitech International S.A.,81.45,$13.78B,1997,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/logi,
RIDE,Lordstown Motors Corp.,28.6,$4.72B,2019,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ride,
LPLA,LPL Financial Holdings Inc.,92.08,$7.3B,2010,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/lpla,
LULU,lululemon athletica inc.,348.53,$45.42B,2007,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/lulu,
LITE,Lumentum Holdings Inc.,83.34,$6.29B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/lite,
LMNX,Luminex Corporation,21.935,$1.02B,2000,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/lmnx,
LYFT,"Lyft, Inc.",39.35,$12.49B,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/lyft,
MTSI,"MACOM Technology Solutions Holdings, Inc.",43.15,$2.93B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/mtsi,
MGNX,"MacroGenics, Inc.",22,$1.24B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgnx,
MDGL,"Madrigal Pharmaceuticals, Inc.",113.04,$1.75B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mdgl,
MGLN,"Magellan Health, Inc.",80.4,$2.06B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/mgln,
MGNI,"Magnite, Inc.",16.69,$1.87B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mgni,
MMYT,MakeMyTrip Limited,26.32,$2.72B,2010,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/mmyt,
MBUU,"Malibu Boats, Inc.",60.4,$1.25B,2014,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mbuu,
MANH,"Manhattan Associates, Inc.",96.66,$6.14B,1998,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/manh,
MANT,ManTech International Corporation,77.93,$3.14B,2002,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/mant,
MRVI,"Maravai LifeSciences Holdings, Inc.",29,$2.36B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrvi,
MKTX,"MarketAxess Holdings, Inc.",519.91,$19.74B,2004,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/mktx,
MAR,Marriott International,123.09,$39.92B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mar,
MRTN,"Marten Transport, Ltd.",17.93,$1.48B,1986,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/mrtn,
MRVL,Marvell Technology Group Ltd.,44.6,$29.95B,2000,Technology,Semiconductors,https://old.nasdaq.com/symbol/mrvl,
MASI,Masimo Corporation,245.5,$13.52B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/masi,
MTCH,"Match Group, Inc.",138.23,$36.77B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mtch,
MTLS,Materialise NV,44.69,$2.42B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtls,
MAT,"Mattel, Inc.",15.47,$5.38B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/mat,
MXIM,"Maxim Integrated Products, Inc.",81.75,$21.85B,1988,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxim,
MCFE,McAfee Corp.,15.5,$6.67B,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mcfe,
MGRC,McGrath RentCorp,65.26,$1.57B,1984,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mgrc,
MEDP,"Medpace Holdings, Inc.",125.9,$4.5B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/medp,
MLCO,Melco Resorts & Entertainment Limited,18.26,$8.71B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mlco,
MELI,"MercadoLibre, Inc.",1451.77,$72.26B,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/meli,
MRCY,Mercury Systems Inc,70.27,$3.94B,1998,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mrcy,
MMSI,"Merit Medical Systems, Inc.",54.59,$3.03B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmsi,
MRSN,"Mersana Therapeutics, Inc.",23.87,$1.64B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrsn,
MLAB,"Mesa Laboratories, Inc.",280.9,$1.44B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mlab,
MESO,Mesoblast Limited,15.81,$1.85B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/meso,
CASH,"Meta Financial Group, Inc.",34.69,$1.19B,1993,Finance,Major Banks,https://old.nasdaq.com/symbol/cash,
MEOH,Methanex Corporation,39.03,$2.97B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/meoh,
MGEE,MGE Energy Inc.,71.01,$2.57B,n/a,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/mgee,
MCHP,Microchip Technology Incorporated,131.62,$34.27B,1993,Technology,Semiconductors,https://old.nasdaq.com/symbol/mchp,
MU,"Micron Technology, Inc.",64.18,$71.45B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/mu,
MSFT,Microsoft Corporation,210.11,$1588.54B,1986,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/msft,
MSTR,MicroStrategy Incorporated,220.76,$2.05B,1998,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mstr,
MSEX,Middlesex Water Company,70.91,$1.24B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/msex,
TIGO,Millicom International Cellular S.A.,37.01,$3.75B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tigo,
MIME,Mimecast Limited,41.3,$2.64B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mime,
MRTX,"Mirati Therapeutics, Inc.",225,$11.31B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrtx,
MKSI,"MKS Instruments, Inc.",138.14,$7.62B,1999,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mksi,
MRNA,"Moderna, Inc.",101.03,$39.98B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mrna,
MOMO,Momo Inc.,14.74,$3.08B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/momo,
MDLZ,"Mondelez International, Inc.",57.35,$82.02B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mdlz,
MDB,"MongoDB, Inc.",265.35,$15.62B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mdb,
MPWR,"Monolithic Power Systems, Inc.",318.9,$14.38B,2004,Technology,Semiconductors,https://old.nasdaq.com/symbol/mpwr,
MNRO,"Monro, Inc. ",44.84,$1.49B,1991,Consumer Services,Automotive Aftermarket,https://old.nasdaq.com/symbol/mnro,
MNST,Monster Beverage Corporation,84.07,$44.38B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/mnst,
MORN,"Morningstar, Inc.",199,$8.52B,2005,Finance,Investment Managers,https://old.nasdaq.com/symbol/morn,
MOR,MorphoSys AG,26.86,$3.52B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mor,
COOP,Mr. Cooper Group Inc.,25.87,$2.35B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/coop,
MYGN,"Myriad Genetics, Inc.",17.69,$1.33B,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/mygn,
NSTG,"NanoString Technologies, Inc.",48,$2.12B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nstg,
NNOX,NANO-X IMAGING LTD,43.3,$1.97B,2020,Health Care,Medical Electronics,https://old.nasdaq.com/symbol/nnox,
NDAQ,"Nasdaq, Inc.",126.01,$20.67B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ndaq,
NTRA,"Natera, Inc.",85.99,$7.34B,2015,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ntra,
FIZZ,National Beverage Corp.,95.94,$4.47B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/fizz,
NGHC,National General Holdings Corp,34.05,$3.86B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghc,
NATI,National Instruments Corporation,36.71,$4.82B,1995,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nati,
NRC,National Research Corporation,54.03,$1.37B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/nrc,
EYE,"National Vision Holdings, Inc.",44.92,$3.64B,2017,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/eye,
NAVI,Navient Corporation,9.805,$1.83B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/navi,
NBTB,NBT Bancorp Inc.,31.15,$1.36B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/nbtb,
NCNO,"nCino, Inc.",79.44,$7.24B,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ncno,
NKTR,Nektar Therapeutics,16.53,$2.97B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nktr,
NEOG,Neogen Corporation,73.79,$3.91B,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/neog,
NEO,"NeoGenomics, Inc.",45.67,$5.07B,n/a,Health Care,Precision Instruments,https://old.nasdaq.com/symbol/neo,
NTAP,"NetApp, Inc.",53.56,$11.89B,1995,Technology,Electronic Components,https://old.nasdaq.com/symbol/ntap,
NTES,"NetEase, Inc.",94.79,$64.98B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ntes,
NFLX,"Netflix, Inc.",476.62,$210.57B,2002,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/nflx,
NTCT,"NetScout Systems, Inc.",23.03,$1.69B,1999,Technology,EDP Services,https://old.nasdaq.com/symbol/ntct,
NBIX,"Neurocrine Biosciences, Inc.",93.62,$8.75B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nbix,
NFE,New Fortress Energy Inc.,42,$7.09B,2019,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nfe,
NMFC,New Mountain Finance Corporation,11.7,$1.13B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nmfc,
NYMT,"New York Mortgage Trust, Inc.",3.55,$1.34B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymt,
NWL,Newell Brands Inc.,20.51,$8.7B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/nwl,
NMRK,"Newmark Group, Inc.",6.79,$1.22B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/nmrk,
NWS,News Corporation,17.94,$10.6B,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/nws,
NWSA,News Corporation,17.9,$10.57B,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/nwsa,
NXST,"Nexstar Media Group, Inc.",107.35,$4.73B,2003,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/nxst,
NXGN,"NextGen Healthcare, Inc.",16.52,$1.1B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/nxgn,
NGM,"NGM Biopharmaceuticals, Inc.",23.52,$1.62B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ngm,
EGOV,NIC Inc.,23.87,$1.6B,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/egov,
NICE,NICE Ltd,235,$14.74B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nice,
NKLA,Nikola Corporation,29.41,$11.3B,2018,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nkla,
NIU,Niu Technologies,32.48,$2.43B,2018,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/niu,
NKTX,"Nkarta, Inc.",34.85,$1.14B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nktx,
LASR,"nLIGHT, Inc.",30.96,$1.22B,2018,Technology,Semiconductors,https://old.nasdaq.com/symbol/lasr,
NMIH,NMI Holdings Inc,22.64,$1.92B,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nmih,
NDSN,Nordson Corporation,201.5,$11.69B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ndsn,
NTRS,Northern Trust Corporation,93.56,$19.47B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ntrs,
NWBI,"Northwest Bancshares, Inc.",12.005,$1.53B,2009,Finance,Major Banks,https://old.nasdaq.com/symbol/nwbi,
NWE,NorthWestern Corporation,60.5,$3.06B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nwe,
NLOK,NortonLifeLock Inc.,18.29,$10.83B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nlok,
NCLH,Norwegian Cruise Line Holdings Ltd.,20.89,$5.76B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nclh,
NVMI,Nova Measuring Instruments Ltd.,62,$1.74B,2000,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/nvmi,
NOVT,Novanta Inc.,115.87,$4.07B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/novt,
NVAX,"Novavax, Inc.",93.98,$5.98B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nvax,
NVCR,NovoCure Limited,134.41,$13.68B,2015,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvcr,
NUAN,"Nuance Communications, Inc.",42.42,$12B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nuan,
NRIX,"Nurix Therapeutics, Inc.",37.36,$1.45B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nrix,
NTNX,"Nutanix, Inc.",28.47,$5.87B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ntnx,
NUVA,"NuVasive, Inc.",47.18,$2.42B,2004,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nuva,
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,24.93,$1.02B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqqx,
NVDA,NVIDIA Corporation,525.6,$325.35B,1999,Technology,Semiconductors,https://old.nasdaq.com/symbol/nvda,
NXPI,NXP Semiconductors N.V.,155.91,$43.62B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/nxpi,
OCUL,"Ocular Therapeutix, Inc.",14.99,$1.07B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ocul,
OPI,Office Properties Income Trust,23.93,$1.16B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/opi,
OKTA,"Okta, Inc.",227.83,$29.18B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/okta,
ODFL,"Old Dominion Freight Line, Inc.",202.24,$23.73B,1991,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/odfl,
ONB,Old National Bancorp,16.29,$2.69B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/onb,
OLMA,"Olema Pharmaceuticals, Inc.",52.78,$1.98B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/olma,
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",92.35,$6.04B,2015,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/olli,
OFLX,"Omega Flex, Inc.",146.38,$1.48B,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/oflx,
OMCL,"Omnicell, Inc.",106.94,$4.52B,2001,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/omcl,
ON,ON Semiconductor Corporation,28.41,$11.68B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/on,
LPRO,Open Lending Corporation,29.95,$3.46B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lpro,
OTEX,Open Text Corporation,43.5,$11.85B,1996,Technology,EDP Services,https://old.nasdaq.com/symbol/otex,
OPRA,Opera Limited,8.94,$1.03B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/opra,
OPK,"Opko Health, Inc.",3.99,$2.67B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/opk,
OPCH,"Option Care Health, Inc.",15.67,$2.93B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/opch,
ORLY,"O&#39;Reilly Automotive, Inc.",442.09,$32.03B,1993,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/orly,
ORIC,"Oric Pharmaceuticals, Inc.",31.6,$1.12B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/oric,
OSIS,"OSI Systems, Inc.",87.53,$1.57B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/osis,
OTTR,Otter Tail Corporation,40.89,$1.68B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ottr,
OM,"Outset Medical, Inc.",62.91,$2.69B,2020,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/om,
OSTK,"Overstock.com, Inc.",67.93,$2.91B,2002,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/ostk,
PCAR,PACCAR Inc.,89.56,$31.03B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/pcar,
PACB,"Pacific Biosciences of California, Inc.",14.93,$2.8B,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/pacb,
PPBI,Pacific Premier Bancorp Inc,30.07,$2.84B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ppbi,
PCRX,"Pacira BioSciences, Inc.",63.92,$2.78B,2011,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pcrx,
PTVE,Pactiv Evergreen Inc.,15.81,$2.8B,2020,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/ptve,
PACW,PacWest Bancorp,24.59,$2.91B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pacw,
PLMR,"Palomar Holdings, Inc.",69.94,$1.78B,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/plmr,
PAAS,Pan American Silver Corp.,29.11,$6.12B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/paas,
PZZA,"Papa John&#39;s International, Inc.",81.24,$2.68B,1993,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/pzza,
PATK,"Patrick Industries, Inc.",65.86,$1.54B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/patk,
PDCO,"Patterson Companies, Inc.",27.89,$2.69B,1992,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/pdco,
PAYA,Paya Holdings Inc.,10.86,$1.27B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/paya,
PAYX,"Paychex, Inc.",91.97,$33.06B,1983,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/payx,
PCTY,Paylocity Holding Corporation,195.15,$10.59B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/pcty,
